Timestamp,Error,Integral,Derivative,Out
2026-05-10T17:55:59.072359,10.760461,2.355818577511549,49.14959158477617,6.4562766
2026-05-10T17:55:59.270101,14.67988,5.258500194828748,19.821877896101523,8.807928
2026-05-10T17:55:59.482900,10.602215000000001,7.514525433597803,-19.16303075206891,6.3613290000000005
2026-05-10T17:55:59.680713,10.158225000000002,9.523896615658046,-2.244558077679636,6.094935
2026-05-10T17:55:59.896361,9.734259999999999,11.622974537887814,-1.9660944918691217,5.840555999999999
2026-05-10T17:56:00.111806,9.586610999999998,13.688302917846919,-0.6853406660528424,5.7519665999999985
2026-05-10T17:56:00.336867,8.747937,15.657044670464039,-3.726576787323719,5.2487622
2026-05-10T17:56:00.550502,8.668381,17.5088540319221,-0.3724042729177115,5.2010286
2026-05-10T17:56:00.766326,8.410125,19.32389374524522,-1.1966488810448073,5.046075
2026-05-10T17:56:00.996539,7.572721000000001,21.067167013798713,-3.6376550771904395,4.5436326000000005
2026-05-10T17:56:01.238719,7.586259999999999,22.90435221781826,0.05590637999656556,4.551755999999999
2026-05-10T17:56:01.493207,7.590584,24.835990493836402,0.016991631209369893,4.5543504
2026-05-10T17:56:01.742332,5.611366,26.233881934374807,-7.944906356612648,3.3668196
2026-05-10T17:56:01.989070,5.616493999999999,27.61963999991655,0.020783845281633344,3.3698963999999996
2026-05-10T17:56:02.245424,6.622252,29.317230884873865,3.9234323098898347,3.9733511999999997
2026-05-10T17:56:02.502253,5.6419999999999995,30.766213154160976,-3.8168733332541147,3.3851999999999998
2026-05-10T17:56:02.760135,4.2081599999999995,31.851383239953517,-5.560260288591777,2.5248959999999996
2026-05-10T17:56:03.018995,5.648604000000001,33.3135316706357,5.5647549656636635,3.3891624000000005
2026-05-10T17:56:03.282554,3.897328,34.340677279011246,-6.64491668452182,2.3383968
2026-05-10T17:56:03.563385,3.8053299999999997,35.409301436394685,-0.32760138063619015,2.2831979999999996
2026-05-10T17:56:03.899598,1.8463469999999997,36.03005430076742,-5.826734909642236,1.1078081999999998
2026-05-10T17:56:04.289497,-5.8397365,-2.2768365043153764,-19.713625581778064,-3.5038419
2026-05-10T17:56:04.671301,-8.5258095,-5.531963603026867,-7.035346395585784,-5.1154857
2026-05-10T17:56:05.045478,-7.8702000000000005,-8.47675121880293,1.7521731819495565,-4.72212
2026-05-10T17:56:05.436286,-6.5813945,-11.048758615254998,3.297866655037756,-3.9488366999999998
2026-05-10T17:56:05.757820,-4.280079,-12.424915512242436,7.157477585213463,-2.5680473999999998
2026-05-10T17:56:05.996407,-2.3262080000000003,-12.979894980137944,8.189690995962678,-1.3957248000000002
